time_s,load_fraction,rpm,boiler_pressure_bar,electrical_kW,boiler_duty_kW,cycle_efficiency_pct,vibration_mm_s,bearing_temp_C,fault_label
6841.0,0.7539,2981.1,14.809,56.2,353.4,15.9,1.7,62.02,normal
6842.0,0.7298,2971.1,14.794,56.2,353.4,15.9,1.797,62.53,normal
6843.0,0.7333,2979.1,14.721,56.2,353.4,15.9,1.917,63.79,normal
6844.0,0.7367,2979.1,14.851,56.2,353.4,15.9,1.686,64.04,normal
6845.0,0.7287,2977.4,14.867,54.7,343.7,15.9,1.234,63.18,normal
6846.0,0.7365,2971.1,14.816,54.7,343.7,15.9,1.523,63.21,normal
6847.0,0.7322,2973.2,14.856,54.7,343.7,15.9,1.577,63.07,normal
6848.0,0.7442,2973.7,14.802,54.7,343.7,15.9,1.572,62.74,normal
6849.0,0.7586,2978.7,14.821,54.7,343.7,15.9,1.734,63.41,normal
6850.0,0.726,2983.0,14.729,54.4,342.4,15.9,1.895,63.3,normal
6851.0,0.7298,2975.2,14.932,54.4,342.4,15.9,1.729,62.85,normal
6852.0,0.7245,2973.7,14.804,54.4,342.4,15.9,1.495,63.34,normal
6853.0,0.7208,2978.4,14.849,54.4,342.4,15.9,1.624,63.23,normal
6854.0,0.7317,2971.4,14.887,54.4,342.4,15.9,1.601,63.41,normal
6855.0,0.7381,2968.6,14.768,55.4,348.1,15.9,1.769,62.95,normal
6856.0,0.7409,2976.6,14.862,55.4,348.1,15.9,1.662,64.07,normal
6857.0,0.7257,2975.3,14.77,55.4,348.1,15.9,1.694,62.58,normal
6858.0,0.7256,2973.5,14.776,55.4,348.1,15.9,1.634,61.19,normal
6859.0,0.7048,2974.8,14.658,55.4,348.1,15.9,1.594,62.34,normal
6860.0,0.7229,2973.1,14.875,54.2,340.9,15.9,1.761,61.57,normal
6861.0,0.7237,2979.7,14.762,54.2,340.9,15.9,1.626,63.91,normal
6862.0,0.7215,2978.4,14.751,54.2,340.9,15.9,1.2,63.75,normal
6863.0,0.7302,2976.9,14.742,54.2,340.9,15.9,1.486,63.76,normal
6864.0,0.7326,2975.2,14.808,54.2,340.9,15.9,1.866,63.44,normal
6865.0,0.7267,2971.2,14.826,54.5,342.7,15.9,1.497,61.87,normal
6866.0,0.7416,2978.7,14.817,54.5,342.7,15.9,1.459,64.36,normal
6867.0,0.7462,2975.6,14.774,54.5,342.7,15.9,1.659,62.59,normal
6868.0,0.7604,2976.1,14.749,54.5,342.7,15.9,1.895,62.63,normal
6869.0,0.7532,2979.2,14.8,54.5,342.7,15.9,1.506,62.99,normal
6870.0,0.7301,2976.2,14.84,54.8,344.3,15.9,1.896,61.97,normal
6871.0,0.7277,2974.5,14.814,54.8,344.3,15.9,1.408,62.08,normal
6872.0,0.7121,2970.9,14.765,54.8,344.3,15.9,1.878,62.97,normal
6873.0,0.7219,2979.4,14.817,54.8,344.3,15.9,1.705,62.4,normal
6874.0,0.7198,2971.3,14.767,54.8,344.3,15.9,1.59,63.03,normal
6875.0,0.7247,2974.2,14.751,54.4,341.8,15.9,1.695,62.4,normal
6876.0,0.7311,2969.9,14.815,54.4,341.8,15.9,1.751,63.34,normal
6877.0,0.7288,2978.2,14.734,54.4,341.8,15.9,1.624,62.68,normal
6878.0,0.74,2969.9,14.746,54.4,341.8,15.9,1.906,60.98,normal
6879.0,0.7434,2974.2,14.813,54.4,341.8,15.9,1.858,63.18,normal
6880.0,0.7513,2975.3,14.783,56.3,354.3,15.9,1.769,62.66,normal
6881.0,0.7469,2980.4,14.845,56.3,354.3,15.9,1.411,62.7,normal
6882.0,0.7416,2976.0,14.806,56.3,354.3,15.9,1.689,62.51,normal
6883.0,0.7342,2972.9,14.777,56.3,354.3,15.9,1.412,62.97,normal
6884.0,0.7305,2973.4,14.89,56.3,354.3,15.9,1.601,63.07,normal
6885.0,0.7242,2974.5,14.816,54.3,341.5,15.9,1.585,62.8,normal
6886.0,0.7355,2974.5,14.734,54.3,341.5,15.9,1.412,64.03,normal
6887.0,0.7424,2978.4,14.78,54.3,341.5,15.9,1.445,62.71,normal
6888.0,0.7356,2972.8,14.728,54.3,341.5,15.9,1.382,63.41,normal
6889.0,0.7211,2976.5,14.779,54.3,341.5,15.9,1.721,63.04,normal
6890.0,0.7236,2975.9,14.793,54.3,341.3,15.9,1.542,63.57,normal
6891.0,0.723,2975.1,14.727,54.3,341.3,15.9,1.675,62.3,normal
6892.0,0.7221,2972.8,14.792,54.3,341.3,15.9,1.332,63.32,normal
6893.0,0.7261,2974.0,14.721,54.3,341.3,15.9,1.701,62.3,normal
6894.0,0.7415,2977.6,14.876,54.3,341.3,15.9,1.665,63.79,normal
6895.0,0.7408,2974.8,14.809,55.6,349.4,15.9,1.519,64.58,normal
6896.0,0.7348,2976.2,14.819,55.6,349.4,15.9,1.478,63.94,normal
6897.0,0.7226,2971.7,14.79,55.6,349.4,15.9,1.442,64.03,normal
6898.0,0.7245,2965.8,14.808,55.6,349.4,15.9,1.718,62.46,normal
6899.0,0.7142,2974.6,14.772,55.6,349.4,15.9,1.482,61.86,normal
6900.0,0.7241,2977.9,14.82,54.3,341.5,15.9,1.375,63.29,normal
6901.0,0.7353,2979.9,14.751,54.3,341.5,15.9,1.633,63.34,normal
6902.0,0.7279,2977.2,14.796,54.3,341.5,15.9,1.51,62.21,normal
6903.0,0.7419,2973.1,14.741,54.3,341.5,15.9,1.697,62.91,normal
6904.0,0.7234,2973.9,14.756,54.3,341.5,15.9,1.538,64.81,normal
6905.0,0.7242,2972.8,14.898,54.3,341.5,15.9,1.768,63.37,normal
6906.0,0.7193,2978.7,14.837,54.3,341.5,15.9,1.654,61.38,normal
6907.0,0.725,2980.5,14.807,54.3,341.5,15.9,1.579,62.62,normal
6908.0,0.7265,2972.9,14.794,54.3,341.5,15.9,1.852,63.88,normal
6909.0,0.7213,2978.9,14.833,54.3,341.5,15.9,1.728,63.12,normal
6910.0,0.7169,2973.7,14.836,53.8,338.1,15.9,1.449,61.9,normal
6911.0,0.7271,2972.8,14.836,53.8,338.1,15.9,1.523,63.01,normal
6912.0,0.7325,2974.1,14.784,53.8,338.1,15.9,1.537,62.85,normal
6913.0,0.7222,2974.5,14.832,53.8,338.1,15.9,1.463,62.39,normal
6914.0,0.7319,2969.4,14.889,53.8,338.1,15.9,1.796,61.62,normal
6915.0,0.7106,2974.8,14.737,53.3,335.1,15.9,1.771,63.0,normal
6916.0,0.7222,2973.3,14.874,53.3,335.1,15.9,1.746,63.26,normal
6917.0,0.7388,2972.7,14.86,53.3,335.1,15.9,1.604,63.18,normal
6918.0,0.7335,2970.1,14.844,53.3,335.1,15.9,1.366,62.09,normal
6919.0,0.7279,2969.6,14.741,53.3,335.1,15.9,1.673,62.55,normal
6920.0,0.727,2972.8,14.797,54.5,342.9,15.9,1.587,61.5,normal
6921.0,0.7272,2971.8,14.84,54.5,342.9,15.9,1.578,64.83,normal
6922.0,0.739,2975.6,14.826,54.5,342.9,15.9,1.33,63.68,normal
6923.0,0.727,2975.9,14.76,54.5,342.9,15.9,1.543,62.67,normal
6924.0,0.73,2975.6,14.796,54.5,342.9,15.9,1.394,64.71,normal
6925.0,0.7331,2977.1,14.78,55.0,345.7,15.9,1.509,62.99,normal
6926.0,0.7352,2979.9,14.901,55.0,345.7,15.9,1.863,61.47,normal
6927.0,0.7288,2976.7,14.777,55.0,345.7,15.9,1.631,61.11,normal
6928.0,0.7393,2970.6,14.719,55.0,345.7,15.9,1.491,62.84,normal
6929.0,0.7192,2972.2,14.853,55.0,345.7,15.9,1.615,63.1,normal
6930.0,0.7131,2974.7,14.788,53.5,336.3,15.9,1.509,62.66,normal
6931.0,0.7034,2975.6,14.773,53.5,336.3,15.9,1.583,63.31,normal
6932.0,0.7219,2973.9,14.738,53.5,336.3,15.9,1.832,61.7,normal
6933.0,0.7331,2970.6,14.841,53.5,336.3,15.9,1.791,61.33,normal
6934.0,0.7369,2976.8,14.831,53.5,336.3,15.9,1.697,62.13,normal
6935.0,0.7321,2980.7,14.741,54.9,345.3,15.9,1.688,63.78,normal
6936.0,0.722,2971.0,14.732,54.9,345.3,15.9,1.692,61.76,normal
6937.0,0.7255,2979.4,14.792,54.9,345.3,15.9,1.519,62.9,normal
6938.0,0.728,2976.8,14.876,54.9,345.3,15.9,1.696,64.45,normal
6939.0,0.7344,2973.5,14.91,54.9,345.3,15.9,1.622,62.03,normal
6940.0,0.7564,2974.6,14.76,56.7,356.7,15.9,1.571,63.18,normal
6941.0,0.7534,2969.1,14.846,56.7,356.7,15.9,1.569,62.7,normal
6942.0,0.7598,2978.1,14.824,56.7,356.7,15.9,1.649,63.69,normal
6943.0,0.762,2970.4,14.858,56.7,356.7,15.9,1.889,63.5,normal
6944.0,0.7402,2973.5,14.921,56.7,356.7,15.9,1.508,64.14,normal
6945.0,0.74,2983.0,14.787,55.5,349.0,15.9,1.403,62.92,normal
6946.0,0.7211,2984.0,14.832,55.5,349.0,15.9,1.749,63.39,normal
6947.0,0.7196,2975.2,14.806,55.5,349.0,15.9,1.923,61.83,normal
6948.0,0.7185,2974.3,14.765,55.5,349.0,15.9,1.412,60.58,normal
6949.0,0.707,2978.0,14.797,55.5,349.0,15.9,1.75,62.19,normal
6950.0,0.7185,2979.7,14.875,53.9,338.9,15.9,1.772,62.91,normal
6951.0,0.7305,2976.5,14.79,53.9,338.9,15.9,1.578,63.74,normal
6952.0,0.7183,2979.4,14.782,53.9,338.9,15.9,1.434,62.31,normal
6953.0,0.7165,2973.1,14.765,53.9,338.9,15.9,1.535,62.49,normal
6954.0,0.7237,2977.3,14.783,53.9,338.9,15.9,1.683,62.8,normal
6955.0,0.7333,2975.6,14.764,55.0,345.8,15.9,1.502,63.03,normal
6956.0,0.7455,2975.5,14.763,55.0,345.8,15.9,1.609,62.51,normal
6957.0,0.7322,2971.5,14.785,55.0,345.8,15.9,1.675,61.99,normal
6958.0,0.7234,2972.6,14.728,55.0,345.8,15.9,1.491,62.63,normal
6959.0,0.7144,2974.5,14.76,55.0,345.8,15.9,1.489,63.02,normal
6960.0,0.7169,2973.5,14.86,53.8,338.1,15.9,1.492,63.99,normal
6961.0,0.7211,2971.6,14.767,53.8,338.1,15.9,1.643,63.77,normal
6962.0,0.7347,2975.8,14.859,53.8,338.1,15.9,1.359,63.08,normal
6963.0,0.7366,2976.8,14.716,53.8,338.1,15.9,1.489,62.76,normal
6964.0,0.7456,2982.0,14.765,53.8,338.1,15.9,1.451,63.62,normal
6965.0,0.7651,2980.7,14.765,57.4,360.8,15.9,2.088,63.67,normal
6966.0,0.7409,2982.5,14.757,57.4,360.8,15.9,1.551,63.51,normal
6967.0,0.7364,2976.6,14.802,57.4,360.8,15.9,1.809,61.03,normal
6968.0,0.7373,2975.6,14.763,57.4,360.8,15.9,1.529,60.79,normal
6969.0,0.7269,2979.9,14.841,57.4,360.8,15.9,1.607,61.69,normal
6970.0,0.7379,2980.2,14.852,55.3,348.0,15.9,1.497,62.21,normal
6971.0,0.7518,2973.4,14.826,55.3,348.0,15.9,1.384,62.77,normal
6972.0,0.748,2976.9,14.829,55.3,348.0,15.9,1.465,62.33,normal
6973.0,0.7451,2979.0,14.814,55.3,348.0,15.9,1.789,61.64,normal
6974.0,0.7342,2982.0,14.866,55.3,348.0,15.9,1.736,62.75,normal
6975.0,0.7437,2978.1,14.727,55.8,350.7,15.9,1.796,62.26,normal
6976.0,0.7458,2972.1,14.884,55.8,350.7,15.9,1.606,62.08,normal
6977.0,0.7323,2975.4,14.803,55.8,350.7,15.9,1.837,62.91,normal
6978.0,0.7108,2971.6,14.938,55.8,350.7,15.9,1.647,63.45,normal
6979.0,0.7186,2972.3,14.775,55.8,350.7,15.9,1.65,62.38,normal
6980.0,0.7449,2974.5,14.749,55.9,351.3,15.9,1.768,63.7,normal
6981.0,0.7391,2974.4,14.707,55.9,351.3,15.9,1.827,63.61,normal
6982.0,0.7315,2976.2,14.79,55.9,351.3,15.9,1.883,62.02,normal
6983.0,0.7259,2973.5,14.816,55.9,351.3,15.9,1.644,62.97,normal
6984.0,0.7206,2979.9,14.776,55.9,351.3,15.9,1.81,65.28,normal
6985.0,0.7179,2976.1,14.791,53.8,338.6,15.9,1.935,62.52,normal
6986.0,0.7279,2976.1,14.793,53.8,338.6,15.9,1.75,62.9,normal
6987.0,0.7352,2976.4,14.769,53.8,338.6,15.9,1.601,63.33,normal
6988.0,0.7395,2979.8,14.893,53.8,338.6,15.9,1.566,63.02,normal
6989.0,0.7343,2972.7,14.828,53.8,338.6,15.9,1.757,62.01,normal
6990.0,0.7299,2974.4,14.724,54.7,344.2,15.9,1.632,61.92,normal
6991.0,0.733,2976.7,14.819,54.7,344.2,15.9,1.706,64.09,normal
6992.0,0.7249,2973.3,14.831,54.7,344.2,15.9,1.615,63.7,normal
6993.0,0.7345,2981.7,14.794,54.7,344.2,15.9,1.418,63.15,normal
6994.0,0.7331,2977.5,14.832,54.7,344.2,15.9,1.56,62.06,normal
6995.0,0.7316,2968.7,14.803,54.9,345.0,15.9,1.578,63.54,normal
6996.0,0.7125,2975.0,14.876,54.9,345.0,15.9,1.729,63.48,normal
6997.0,0.7262,2970.4,14.805,54.9,345.0,15.9,1.697,61.95,normal
6998.0,0.7284,2966.8,14.78,54.9,345.0,15.9,1.572,63.95,normal
6999.0,0.7247,2974.5,14.793,54.9,345.0,15.9,1.546,63.37,normal
7000.0,0.709,2978.0,14.794,53.2,334.4,15.9,1.821,60.47,normal
7001.0,0.6967,2972.9,14.817,53.2,334.4,15.9,1.535,63.04,normal
7002.0,0.7248,2976.8,14.799,53.2,334.4,15.9,1.649,62.31,normal
7003.0,0.7284,2972.0,14.755,53.2,334.4,15.9,1.714,62.46,normal
7004.0,0.7234,2976.3,14.813,53.2,334.4,15.9,1.602,62.67,normal
7005.0,0.7325,2978.3,14.805,54.9,345.4,15.9,1.461,62.68,normal
7006.0,0.7288,2972.2,14.82,54.9,345.4,15.9,1.724,63.41,normal
7007.0,0.7211,2975.6,14.794,54.9,345.4,15.9,1.679,62.87,normal
7008.0,0.7271,2974.9,14.849,54.9,345.4,15.9,1.507,62.68,normal
7009.0,0.741,2973.6,14.758,54.9,345.4,15.9,1.755,61.79,normal
7010.0,0.7438,2974.8,14.818,55.8,350.8,15.9,1.463,63.9,normal
7011.0,0.7264,2977.9,14.737,55.8,350.8,15.9,1.907,62.75,normal
7012.0,0.7494,2974.1,14.777,55.8,350.8,15.9,1.831,61.85,normal
7013.0,0.7344,2977.7,14.747,55.8,350.8,15.9,1.719,63.01,normal
7014.0,0.7188,2978.3,14.733,55.8,350.8,15.9,1.747,62.85,normal
7015.0,0.7216,2972.1,14.812,54.1,340.3,15.9,1.502,63.74,normal
7016.0,0.74,2981.0,14.812,54.1,340.3,15.9,1.583,62.68,normal
7017.0,0.733,2976.6,14.82,54.1,340.3,15.9,1.825,62.88,normal
7018.0,0.7192,2974.1,14.874,54.1,340.3,15.9,1.398,63.34,normal
7019.0,0.7225,2972.6,14.816,54.1,340.3,15.9,1.868,63.05,normal
7020.0,0.7254,2971.5,14.791,54.4,342.1,15.9,1.435,62.56,normal
7021.0,0.7289,2968.4,14.865,54.4,342.1,15.9,1.452,62.68,normal
7022.0,0.7366,2979.8,14.757,54.4,342.1,15.9,1.266,63.76,normal
7023.0,0.7226,2976.4,14.817,54.4,342.1,15.9,1.146,61.49,normal
7024.0,0.7235,2967.5,14.729,54.4,342.1,15.9,1.653,62.72,normal
7025.0,0.7316,2976.9,14.712,54.9,345.0,15.9,1.446,63.46,normal
7026.0,0.7479,2973.5,14.812,54.9,345.0,15.9,1.77,63.17,normal
7027.0,0.7383,2974.3,14.898,54.9,345.0,15.9,1.657,63.22,normal
7028.0,0.7393,2973.9,14.802,54.9,345.0,15.9,1.595,62.64,normal
7029.0,0.7397,2973.7,14.74,54.9,345.0,15.9,1.719,62.49,normal
7030.0,0.7333,2970.3,14.847,55.0,345.8,15.9,1.719,63.43,normal
7031.0,0.7374,2971.8,14.811,55.0,345.8,15.9,1.551,62.13,normal
7032.0,0.7406,2981.5,14.875,55.0,345.8,15.9,1.738,62.9,normal
7033.0,0.7351,2973.6,14.787,55.0,345.8,15.9,1.777,64.34,normal
7034.0,0.7263,2969.8,14.772,55.0,345.8,15.9,1.771,64.47,normal
7035.0,0.7432,2980.4,14.759,55.7,350.5,15.9,1.523,61.89,normal
7036.0,0.7319,2978.8,14.881,55.7,350.5,15.9,1.691,62.65,normal
7037.0,0.7222,2975.3,14.809,55.7,350.5,15.9,1.414,63.51,normal
7038.0,0.7239,2978.1,14.797,55.7,350.5,15.9,1.679,62.23,normal
7039.0,0.7255,2977.4,14.791,55.7,350.5,15.9,1.47,62.89,normal
7040.0,0.7336,2979.9,14.857,55.0,346.0,15.9,1.63,62.43,normal
7041.0,0.7315,2974.2,14.824,55.0,346.0,15.9,1.795,63.84,normal
7042.0,0.7287,2974.2,14.777,55.0,346.0,15.9,1.347,61.87,normal
7043.0,0.731,2976.8,14.823,55.0,346.0,15.9,1.522,62.46,normal
7044.0,0.7299,2974.6,14.832,55.0,346.0,15.9,1.442,61.92,normal
7045.0,0.729,2971.6,14.703,54.7,343.8,15.9,1.413,62.64,normal
7046.0,0.7379,2978.0,14.878,54.7,343.8,15.9,1.658,63.09,normal
7047.0,0.7335,2975.3,14.903,54.7,343.8,15.9,1.679,63.15,normal
7048.0,0.7224,2976.7,14.831,54.7,343.8,15.9,1.8,63.28,normal
7049.0,0.727,2975.1,14.794,54.7,343.8,15.9,1.652,63.83,normal
7050.0,0.7413,2978.5,14.9,55.6,349.6,15.9,1.246,62.56,normal
7051.0,0.7377,2974.1,14.753,55.6,349.6,15.9,1.385,62.65,normal
7052.0,0.7449,2978.8,14.763,55.6,349.6,15.9,1.68,64.05,normal
7053.0,0.7244,2975.2,14.813,55.6,349.6,15.9,1.636,63.48,normal
7054.0,0.7144,2972.1,14.831,55.6,349.6,15.9,1.373,63.36,normal
7055.0,0.7288,2977.8,14.775,54.7,343.7,15.9,1.714,61.89,normal
7056.0,0.7274,2975.6,14.753,54.7,343.7,15.9,1.669,61.9,normal
7057.0,0.7336,2981.0,14.735,54.7,343.7,15.9,1.637,61.57,normal
7058.0,0.7257,2977.6,14.775,54.7,343.7,15.9,1.747,63.09,normal
7059.0,0.7294,2972.5,14.832,54.7,343.7,15.9,1.683,61.61,normal
7060.0,0.7223,2967.0,14.729,54.2,340.6,15.9,1.586,61.93,normal
7061.0,0.72,2979.3,14.847,54.2,340.6,15.9,1.528,63.39,normal
7062.0,0.7394,2977.8,14.813,54.2,340.6,15.9,1.808,63.53,normal
7063.0,0.7248,2974.8,14.769,54.2,340.6,15.9,1.808,62.33,normal
7064.0,0.7221,2978.4,14.809,54.2,340.6,15.9,1.95,62.09,normal
7065.0,0.7232,2978.6,14.732,54.2,341.0,15.9,1.832,61.82,normal
7066.0,0.735,2970.2,14.799,54.2,341.0,15.9,1.436,64.42,normal
7067.0,0.7241,2972.8,14.823,54.2,341.0,15.9,1.544,63.35,normal
7068.0,0.7222,2972.8,14.795,54.2,341.0,15.9,1.451,63.09,normal
7069.0,0.7372,2977.5,14.829,54.2,341.0,15.9,1.354,62.53,normal
7070.0,0.7337,2980.2,14.768,55.0,346.0,15.9,1.295,62.07,normal
7071.0,0.7276,2969.1,14.845,55.0,346.0,15.9,1.401,63.18,normal
7072.0,0.7202,2979.7,14.782,55.0,346.0,15.9,1.56,63.18,normal
7073.0,0.7174,2976.7,14.771,55.0,346.0,15.9,1.541,62.67,normal
7074.0,0.7152,2974.2,14.811,55.0,346.0,15.9,1.283,63.59,normal
7075.0,0.7331,2969.9,14.695,55.0,345.7,15.9,1.766,63.48,normal
7076.0,0.7402,2971.6,14.888,55.0,345.7,15.9,1.531,63.11,normal
7077.0,0.74,2980.9,14.803,55.0,345.7,15.9,1.706,62.86,normal
7078.0,0.7255,2968.6,14.798,55.0,345.7,15.9,1.423,63.08,normal
7079.0,0.7316,2976.2,14.744,55.0,345.7,15.9,1.794,63.23,normal
7080.0,0.7214,2981.5,14.785,54.1,340.2,15.9,1.433,62.16,normal
7081.0,0.7131,2979.0,14.848,54.1,340.2,15.9,1.739,63.15,normal
7082.0,0.7365,2975.0,14.817,54.1,340.2,15.9,1.52,62.77,normal
7083.0,0.7402,2966.8,14.766,54.1,340.2,15.9,1.669,62.86,normal
7084.0,0.7331,2977.7,14.762,54.1,340.2,15.9,1.457,63.81,normal
7085.0,0.7444,2974.6,14.796,55.8,351.1,15.9,1.774,62.99,normal
7086.0,0.745,2978.0,14.784,55.8,351.1,15.9,1.724,62.19,normal
7087.0,0.744,2976.5,14.782,55.8,351.1,15.9,1.459,63.06,normal
7088.0,0.7399,2974.0,14.72,55.8,351.1,15.9,1.397,62.72,normal
7089.0,0.7405,2982.1,14.799,55.8,351.1,15.9,1.4,62.76,normal
7090.0,0.7503,2975.0,14.858,56.3,353.9,15.9,1.677,63.52,normal
7091.0,0.7613,2972.2,14.85,56.3,353.9,15.9,1.643,62.33,normal
7092.0,0.7472,2982.3,14.871,56.3,353.9,15.9,1.348,62.36,normal
7093.0,0.7506,2977.3,14.804,56.3,353.9,15.9,1.415,62.41,normal
7094.0,0.7293,2971.5,14.74,56.3,353.9,15.9,1.498,62.23,normal
7095.0,0.7238,2979.1,14.757,54.3,341.4,15.9,1.848,62.4,normal
7096.0,0.7339,2977.7,14.758,54.3,341.4,15.9,1.591,62.47,normal
7097.0,0.7383,2976.0,14.766,54.3,341.4,15.9,1.661,63.18,normal
7098.0,0.7553,2977.4,14.806,54.3,341.4,15.9,1.717,62.28,normal
7099.0,0.728,2975.3,14.857,54.3,341.4,15.9,1.822,61.32,normal
7100.0,0.7383,2969.9,14.826,55.4,348.2,15.9,1.703,61.53,normal
7101.0,0.7468,2982.0,14.801,55.4,348.2,15.9,1.669,64.16,normal
7102.0,0.7298,2972.9,14.761,55.4,348.2,15.9,1.643,62.87,normal
7103.0,0.7271,2975.0,14.775,55.4,348.2,15.9,1.562,62.2,normal
7104.0,0.7236,2969.6,14.79,55.4,348.2,15.9,1.341,63.39,normal
7105.0,0.7239,2975.1,14.781,54.3,341.4,15.9,1.598,63.8,normal
7106.0,0.7162,2970.2,14.805,54.3,341.4,15.9,1.555,63.02,normal
7107.0,0.733,2972.4,14.83,54.3,341.4,15.9,1.487,62.92,normal
7108.0,0.7219,2975.7,14.797,54.3,341.4,15.9,1.468,61.69,normal
7109.0,0.7362,2974.4,14.851,54.3,341.4,15.9,1.56,63.93,normal
7110.0,0.7264,2979.9,14.808,54.5,342.6,15.9,1.696,62.01,normal
7111.0,0.7383,2978.3,14.784,54.5,342.6,15.9,1.323,62.02,normal
7112.0,0.7258,2976.8,14.776,54.5,342.6,15.9,1.569,62.35,normal
7113.0,0.7454,2976.5,14.811,54.5,342.6,15.9,1.554,62.94,normal
7114.0,0.7307,2976.9,14.743,54.5,342.6,15.9,1.75,62.26,normal
7115.0,0.7427,2982.1,14.801,55.7,350.2,15.9,1.842,63.54,normal
7116.0,0.7248,2976.0,14.824,55.7,350.2,15.9,1.725,62.94,normal
7117.0,0.7319,2975.9,14.807,55.7,350.2,15.9,1.456,62.67,normal
7118.0,0.7193,2973.8,14.768,55.7,350.2,15.9,1.533,61.91,normal
7119.0,0.7302,2974.7,14.778,55.7,350.2,15.9,1.427,62.6,normal
7120.0,0.7444,2979.8,14.819,55.8,351.1,15.9,1.602,63.4,normal
7121.0,0.7334,2975.1,14.763,55.8,351.1,15.9,1.776,63.49,normal
7122.0,0.7343,2981.2,14.821,55.8,351.1,15.9,1.694,63.07,normal
7123.0,0.7224,2972.8,14.795,55.8,351.1,15.9,1.626,63.25,normal
7124.0,0.7224,2975.6,14.802,55.8,351.1,15.9,1.653,62.79,normal
7125.0,0.7151,2968.2,14.749,53.6,337.2,15.9,1.549,61.78,normal
7126.0,0.7249,2978.6,14.833,53.6,337.2,15.9,1.705,63.59,normal
7127.0,0.7212,2973.7,14.827,53.6,337.2,15.9,1.562,62.43,normal
7128.0,0.7472,2976.5,14.887,53.6,337.2,15.9,1.375,62.47,normal
7129.0,0.7456,2976.7,14.697,53.6,337.2,15.9,1.613,64.94,normal
7130.0,0.7433,2978.3,14.768,55.7,350.5,15.9,1.682,62.94,normal
7131.0,0.7508,2980.2,14.822,55.7,350.5,15.9,1.661,61.66,normal
7132.0,0.7263,2976.2,14.844,55.7,350.5,15.9,1.836,62.1,normal
7133.0,0.7161,2978.2,14.757,55.7,350.5,15.9,1.393,62.33,normal
7134.0,0.7209,2979.4,14.841,55.7,350.5,15.9,1.522,63.89,normal
7135.0,0.7298,2978.8,14.864,54.7,344.2,15.9,1.598,63.3,normal
7136.0,0.7289,2978.4,14.803,54.7,344.2,15.9,1.781,64.05,normal
7137.0,0.738,2975.7,14.795,54.7,344.2,15.9,1.199,62.33,normal
7138.0,0.7464,2979.4,14.763,54.7,344.2,15.9,1.673,62.82,normal
7139.0,0.7482,2983.3,14.836,54.7,344.2,15.9,1.548,62.92,normal
7140.0,0.7562,2973.1,14.772,56.7,356.6,15.9,1.76,64.09,normal
7141.0,0.7523,2975.5,14.831,56.7,356.6,15.9,1.714,63.3,normal
7142.0,0.7433,2977.2,14.759,56.7,356.6,15.9,2.018,63.07,normal
7143.0,0.7453,2976.3,14.846,56.7,356.6,15.9,1.452,61.57,normal
7144.0,0.7405,2983.0,14.864,56.7,356.6,15.9,1.523,63.34,normal
7145.0,0.732,2977.7,14.828,54.9,345.2,15.9,1.778,61.6,normal
7146.0,0.7215,2975.6,14.749,54.9,345.2,15.9,1.466,62.99,normal
7147.0,0.7198,2982.3,14.773,54.9,345.2,15.9,1.591,63.0,normal
7148.0,0.713,2976.5,14.816,54.9,345.2,15.9,1.575,62.92,normal
7149.0,0.729,2979.8,14.924,54.9,345.2,15.9,1.478,61.79,normal
7150.0,0.7337,2969.6,14.832,55.0,346.0,15.9,1.657,63.16,normal
7151.0,0.732,2976.6,14.824,55.0,346.0,15.9,1.669,61.78,normal
7152.0,0.736,2981.6,14.812,55.0,346.0,15.9,1.662,64.14,normal
7153.0,0.7288,2978.4,14.772,55.0,346.0,15.9,1.8,63.47,normal
7154.0,0.7285,2974.9,14.848,55.0,346.0,15.9,1.359,62.47,normal
7155.0,0.7387,2975.2,14.807,55.4,348.4,15.9,1.337,62.23,normal
7156.0,0.7444,2974.2,14.736,55.4,348.4,15.9,1.806,63.37,normal
7157.0,0.7296,2976.3,14.747,55.4,348.4,15.9,1.615,62.98,normal
7158.0,0.725,2977.9,14.844,55.4,348.4,15.9,1.675,63.13,normal
7159.0,0.7163,2979.3,14.793,55.4,348.4,15.9,1.489,62.85,normal
7160.0,0.7339,2977.3,14.745,55.0,346.1,15.9,1.754,62.82,normal
7161.0,0.7403,2973.7,14.852,55.0,346.1,15.9,1.672,63.87,normal
7162.0,0.7231,2971.3,14.786,55.0,346.1,15.9,1.854,64.36,normal
7163.0,0.721,2975.5,14.805,55.0,346.1,15.9,1.74,63.48,normal
7164.0,0.7177,2975.2,14.696,55.0,346.1,15.9,1.752,62.47,normal
7165.0,0.7152,2975.8,14.777,53.6,337.3,15.9,1.818,62.01,normal
7166.0,0.7482,2978.8,14.863,53.6,337.3,15.9,1.495,64.42,normal
7167.0,0.7304,2975.1,14.863,53.6,337.3,15.9,1.714,61.85,normal
7168.0,0.7449,2977.3,14.778,53.6,337.3,15.9,1.416,63.31,normal
7169.0,0.7392,2976.8,14.72,53.6,337.3,15.9,1.581,63.3,normal
7170.0,0.7568,2976.5,14.874,56.8,356.9,15.9,1.772,63.24,normal
7171.0,0.7367,2973.6,14.832,56.8,356.9,15.9,1.563,62.4,normal
7172.0,0.735,2975.8,14.846,56.8,356.9,15.9,1.565,63.52,normal
